"front","back"
"রোম সাম্রাজ্যের সাথে মুসলমানদের সংঘর্ষ প্রথম শুরু হয় কখন?","মক্কা বিজয়ের আগেই রোম সাম্রাজ্যের সাথে মুসলমানদের সংঘর্ষ শুরু হয়।"
"হযরত (স) সিরিয়ার সীমান্তে যে প্রতিনিধিদল পাঠান, তাদের উদ্দেশ্য কী ছিল?","সেখানে বসবাসকারী গোত্রগুলোর নিকট ইসলামের দাওয়াত পৌঁছে দেওয়া।"
"রোমক প্রভাবাধীন সিরীয় গোত্রগুলো কোন ধর্ম অনুসরণ করত?","তারা অধিকাংশই খ্রিষ্টান ধর্মাবলম্বী ছিল।"
"কে মুসলিম প্রতিনিধি দলের নেতা হিসেবে প্রাণে বেঁচে ফিরেছিলেন?","কা’ব বিন উমর গিফারী।"
"হযরত হারিস বিন আমীরকে কে হত্যা করেছিল?","বসরার গভর্নর শেরজিল, যিনি রোম সাম্রাজ্যের অধীনস্থ ছিলেন।"
"মুসলমানদের প্রথম বাহিনী কত জন নিয়ে রোমক সীমান্তে পাঠানো হয়েছিল?","তিন হাজার মুসলমানের এক বাহিনী।"
"মুতা যুদ্ধে রোমকদের সৈন্যসংখ্যা কত ছিল?","প্রায় এক লক্ষ।"
"মুতা যুদ্ধে মুসলমানদের সংখ্যা ছিল কত?","মাত্র তিন হাজার।"
"মুতা যুদ্ধে কে পরাজিত হয়েছিল?","রোমক বাহিনী পরাজিত হয়েছিল।"
"মুতা যুদ্ধের ফলাফল কী হয়েছিল?","রোমকদের শোচনীয় পরাজয় ঘটে এবং মুসলমানদের প্রভাব বেড়ে যায়।"
"রোমক অধিনায়ক ফারওয়া বিন আমর আল-জাজামী কী করেছিলেন?","তিনি ইসলামের শিক্ষায় আকৃষ্ট হয়ে মুসলমান হয়েছিলেন।"
"ফারওয়া বিন আমর আল-জাজামীকে কেন হত্যা করা হয়েছিল?","তিনি ইসলাম ত্যাগ করতে অস্বীকৃতি জানিয়ে মৃত্যুবরণ করেন।"
"রোম সম্রাট কাইসার কেন সৈন্য প্রস্তুত করতে লাগলেন?","মুতা যুদ্ধের প্রতিশোধ গ্রহণের জন্য।"
"তাবুক যুদ্ধের সময় মুসলমানদের জন্য কোন বিষয়টি সবচেয়ে বড় সংকট ছিল?","দেশে দুর্ভিক্ষ, প্রচণ্ড গ্রীষ্ম এবং যুদ্ধের জন্য পর্যাপ্ত সরঞ্জামের অভাব।"
